"product_id","primary_event","a","product_total","event_total","b","c","d","analysis_window","total_reports","comparator_total","ror","ror_lower","ror_upper","p_value","zero_cell_correction","estimation_method","target_event_percent","comparator_event_percent","p_adjusted_bh","minimum_pair_reports","exploratory_review_flag","sparse_cell_flag","review_reason","plot_eligible"
"SYN_A","Vomiting",256,1187,548,931,292,1519,"2023-2025",2998,1811,1.43042537851478,1.186941835258,1.72385596557424,0.00019559104451246,FALSE,"Uncorrected ROR with log-Wald interval",21.5669755686605,16.1236885698509,0.00469418506829905,5,TRUE,FALSE,"Meets the prespecified exploratory review rule",TRUE
"SYN_A","Lethargy",220,1187,520,967,300,1511,"2023-2025",2998,1811,1.14588073078249,0.945907979359658,1.38812937181003,0.167546456356124,FALSE,"Uncorrected ROR with log-Wald interval",18.5341196293176,16.5654334621756,0.402111495254699,5,FALSE,FALSE,"Does not meet the exploratory review rule",TRUE
"SYN_A","Hypersensitivity",108,1187,284,1079,176,1635,"2023-2025",2998,1811,0.929838234055102,0.722997148520335,1.19585415140319,0.610080987298281,FALSE,"Uncorrected ROR with log-Wald interval",9.09856781802864,9.71838763114302,0.704353613524162,5,FALSE,FALSE,"Does not meet the exploratory review rule",TRUE
"SYN_A","Pruritus",191,1187,501,996,310,1501,"2023-2025",2998,1811,0.928523772509393,0.76227980410943,1.13102353160508,0.483594045076436,FALSE,"Uncorrected ROR with log-Wald interval",16.0909856781803,17.1176145775814,0.682721004813792,5,FALSE,FALSE,"Does not meet the exploratory review rule",TRUE
"SYN_A","Diarrhea",162,1187,431,1025,269,1542,"2023-2025",2998,1811,0.905989663614107,0.734149988585165,1.11805119299594,0.366049421229563,FALSE,"Uncorrected ROR with log-Wald interval",13.647851727043,14.8536720044174,0.5856790739673,5,FALSE,FALSE,"Does not meet the exploratory review rule",TRUE
"SYN_A","Decreased appetite",141,1187,379,1046,238,1573,"2023-2025",2998,1811,0.890920995549271,0.713206257127151,1.11291819495212,0.312558538533013,FALSE,"Uncorrected ROR with log-Wald interval",11.8786857624263,13.1419105466593,0.577031148060948,5,FALSE,FALSE,"Does not meet the exploratory review rule",TRUE
"SYN_A","Tremor",59,1187,168,1128,109,1702,"2023-2025",2998,1811,0.816725226104496,0.589752876754156,1.13105017584086,0.255604178549031,FALSE,"Uncorrected ROR with log-Wald interval",4.97051390058972,6.0187741579238,0.557681844106977,5,FALSE,FALSE,"Does not meet the exploratory review rule",TRUE
"SYN_A","Ataxia",50,1187,167,1137,117,1694,"2023-2025",2998,1811,0.636703275225702,0.453380973952225,0.894151020827472,0.00904909582267472,FALSE,"Uncorrected ROR with log-Wald interval",4.212299915754,6.46051905024848,0.0612463658624361,5,FALSE,FALSE,"Does not meet the exploratory review rule",TRUE
"SYN_B","Ataxia",74,1063,167,989,93,1842,"2023-2025",2998,1935,1.48197919044979,1.08159668450843,2.03057419866664,0.0156928909553873,FALSE,"Uncorrected ROR with log-Wald interval",6.96142991533396,4.8062015503876,0.0753258765858589,5,TRUE,FALSE,"Meets the prespecified exploratory review rule",TRUE
"SYN_B","Decreased appetite",148,1063,379,915,231,1704,"2023-2025",2998,1935,1.19315875381449,0.95614904712074,1.48891829792765,0.121121358094082,FALSE,"Uncorrected ROR with log-Wald interval",13.9228598306679,11.937984496124,0.363364074282245,5,FALSE,FALSE,"Does not meet the exploratory review rule",TRUE
"SYN_B","Hypersensitivity",109,1063,284,954,175,1760,"2023-2025",2998,1935,1.14908655286014,0.893300068955627,1.47811463566514,0.296974943064146,FALSE,"Uncorrected ROR with log-Wald interval",10.2539981185325,9.04392764857881,0.577031148060948,5,FALSE,FALSE,"Does not meet the exploratory review rule",TRUE
"SYN_B","Pruritus",185,1063,501,878,316,1619,"2023-2025",2998,1935,1.07953562469363,0.884581932665955,1.31745531074821,0.473810420817053,FALSE,"Uncorrected ROR with log-Wald interval",17.4035747883349,16.3307493540052,0.682721004813792,5,FALSE,FALSE,"Does not meet the exploratory review rule",TRUE
"SYN_B","Tremor",57,1063,168,1006,111,1824,"2023-2025",2998,1935,0.931062274998657,0.670353165849948,1.29316456472098,0.739972605685172,FALSE,"Uncorrected ROR with log-Wald interval",5.36218250235183,5.73643410852713,0.807242842565642,5,FALSE,FALSE,"Does not meet the exploratory review rule",TRUE
"SYN_B","Lethargy",175,1063,520,888,345,1590,"2023-2025",2998,1935,0.908245201723464,0.743928749550062,1.10885531302912,0.364244607674471,FALSE,"Uncorrected ROR with log-Wald interval",16.4628410159925,17.8294573643411,0.5856790739673,5,FALSE,FALSE,"Does not meet the exploratory review rule",TRUE
"SYN_B","Vomiting",179,1063,548,884,369,1566,"2023-2025",2998,1935,0.859342235956295,0.705933557053653,1.04608864548174,0.1384475698336,FALSE,"Uncorrected ROR with log-Wald interval",16.8391345249294,19.0697674418605,0.369193519556267,5,FALSE,FALSE,"Does not meet the exploratory review rule",TRUE
"SYN_B","Diarrhea",136,1063,431,927,295,1640,"2023-2025",2998,1935,0.815607116084325,0.655504610189283,1.01481356113621,0.0725172249753355,FALSE,"Uncorrected ROR with log-Wald interval",12.793979303857,15.2454780361757,0.248630485629722,5,FALSE,FALSE,"Does not meet the exploratory review rule",TRUE
"SYN_C","Diarrhea",133,748,431,615,298,1952,"2023-2025",2998,2250,1.41657663556501,1.13276637782979,1.77149446143803,0.00261647660986734,FALSE,"Uncorrected ROR with log-Wald interval",17.7807486631016,13.2444444444444,0.0313977193184081,5,TRUE,FALSE,"Meets the prespecified exploratory review rule",TRUE
"SYN_C","Tremor",52,748,168,696,116,2134,"2023-2025",2998,2250,1.37445501387237,0.980159600247657,1.92736630308123,0.0668464754954045,FALSE,"Uncorrected ROR with log-Wald interval",6.95187165775401,5.15555555555556,0.248630485629722,5,FALSE,FALSE,"Does not meet the exploratory review rule",TRUE
"SYN_C","Ataxia",43,748,167,705,124,2126,"2023-2025",2998,2250,1.04573324182109,0.731649822018806,1.49464672872092,0.783215107794002,FALSE,"Uncorrected ROR with log-Wald interval",5.74866310160428,5.51111111111111,0.817267938567654,5,FALSE,FALSE,"Does not meet the exploratory review rule",TRUE
"SYN_C","Pruritus",125,748,501,623,376,1874,"2023-2025",2998,2250,1.00000853795977,0.801138371790271,1.24824513617758,1,FALSE,"Uncorrected ROR with log-Wald interval",16.7112299465241,16.7111111111111,1,5,FALSE,FALSE,"Does not meet the exploratory review rule",TRUE
"SYN_C","Lethargy",125,748,520,623,395,1855,"2023-2025",2998,2250,0.942255724647989,0.755673916169624,1.17490604298245,0.616309411833642,FALSE,"Uncorrected ROR with log-Wald interval",16.7112299465241,17.5555555555556,0.704353613524162,5,FALSE,FALSE,"Does not meet the exploratory review rule",TRUE
"SYN_C","Decreased appetite",90,748,379,658,289,1961,"2023-2025",2998,2250,0.928103406569136,0.720980223177921,1.19472893374035,0.611461907762741,FALSE,"Uncorrected ROR with log-Wald interval",12.0320855614973,12.8444444444444,0.704353613524162,5,FALSE,FALSE,"Does not meet the exploratory review rule",TRUE
"SYN_C","Hypersensitivity",67,748,284,681,217,2033,"2023-2025",2998,2250,0.921733422657113,0.691531809303015,1.22856604860952,0.614317469446183,FALSE,"Uncorrected ROR with log-Wald interval",8.9572192513369,9.64444444444444,0.704353613524162,5,FALSE,FALSE,"Does not meet the exploratory review rule",TRUE
"SYN_C","Vomiting",113,748,548,635,435,1815,"2023-2025",2998,2250,0.742492533260929,0.592409602943355,0.930597949812345,0.0102077276437394,FALSE,"Uncorrected ROR with log-Wald interval",15.1069518716578,19.3333333333333,0.0612463658624361,5,FALSE,FALSE,"Does not meet the exploratory review rule",TRUE
"SYN_A","Vomiting",82,224,154,142,72,303,"2025 H2",599,375,2.43016431924883,1.67177344037555,3.53259507294448,3.2791253666358e-06,FALSE,"Uncorrected ROR with log-Wald interval",36.6071428571429,19.2,7.86990087992592e-05,5,TRUE,FALSE,"Meets the prespecified exploratory review rule",TRUE
